Job Title,Job Description
Data Scientist,"Data Scientist

Leading bank seeks data-driven indiv. Pivotal role to analyse and derive meaningful insights from data. Use the insights to provide improved product offerings and better customer journey for Wealth and Investment clients. Exciting career opportunity within market leader.

Main Duties:

Develop and build data models to drive actionable insights.
Create bespoke and personalised strategic themes.
Source, collect and prepare accurate data from relevant data sets.
Manipulate and extract data for meaningful insights.
Use advanced data analytics and mining techniques to assess accuracy.
Create modelling solutions to enable forecasting of quality data outcomes.
Communicate insights to the business for better decision making.
Act as a subject matter expert from a Data Science perspective.
Utilise state-of the-art Data mining techniques to discover new patterns from large datasets.
Other key responsibilities, to be discussed at interview stage.

Experience and Qualifications:

Honours degree in IT, Stats, Maths or relevant essential.
Masters in Science, Engineering or Maths, an adv.
Good IT skills: SQL, SAS, PowerBI, QlikView; SSIS, SSRS, Python, JSON , C#, or related
Strong exp in structured & unstructured Data: flows, integrity, architecture, ETL

Should you be interested in the role:

Please submit your CV via the link
For any queries, please contact Bev at SET on 082 495 8595."
Data Scientist,"ENVIRONMENT:
A dynamic Brand Specialist in Joburg seeks a highly methodical, critical thinking and self-driven Data Scientist whose core responsibility will be to gather information from various sources and interpret patterns and trends. Once data has been gathered and interpreted, you will then be expected to report back what has been found in a comprehensive study. You will also help improve the efficiency and quality of the company’s IT systems and processes. The ideal candidate must preferably possess a Degree in Engineering/Mathematics/Computer Science/Stats and be proficient with Power BI, you will also need 2-4 years’ experience in a similar role, have Advanced Excel and experience with SQL and Python and/or R.

DUTIES:
Extract the data needed and transform data into usable structure.
Load Data into the analytics program, analysing and interpreting results.
Identify patterns and trends in data sets.
Build Data Model.
Prepare reports based on analysis and reporting the results back.
Work alongside teams within the business or the management team to establish business needs.
Build new data collection and analysis processes.
Learn/follow new and emerging technologies.
Stay up to date with current best practices.

REQUIREMENTS:
A Degree in the following subjects: Engineering, Mathematics, Computer Science, Statistics, (preferable).
Familiarity with Power BI (preferable).
2-4 Years’ experience in a similar position.
Multiple Programming languages, such as SQL and Python and/or R.
Exceptional Excel skills.

ATTRIBUTES:
A high level of mathematical ability.
A logical approach.
Accuracy and attention to detail.
Problem-solving skills.
Good organisational and time-management skills.
Great interpersonal and communication skill.

While we would really like to respond to every application, should you not be contacted for this position within 10 working days please consider your application unsuccessful.

COMMENTS:
When applying for jobs, ensure that you have the minimum job requirements. Only SA Citizens will be considered for this role. If you are not in the mentioned location of any of the jobs, please note your relocation plans in all applications for jobs and correspondence."
Data Scientist | Johannesburg,"Spec
FANTASTIC OPPORTUNITY!!!
Our Client is looking for a data scientist, to carry out the following
duties

Data collection, verification and management

Extract insights and recommend appropriate actions
through statistical modelling and data analysis

Design and build analytical solutions to meet business
needs

Reporting on any analysis, modelling or solutions developed
Remuneration modelling management
Minimum Requirements:
Energetic and strong sense of urgency
Exceptional analytical and technical skills with an interest in machine learning.
Ability to work well in a team and independently.
Financial and Business acumen
Problem-solving skills
Integrity and honesty
Passionate about data
Experience & Educational Requirements:
Degree in Actuarial Science, Statistics, Business Sciences, Business Mathematics. Other degrees or postgraduate qualifications with a statistical/modelling aspect and/or experience will be considered.
Actuarial candidates need to have passed all CT’s and CA1.
Experience in statistical modelling or an analytical role

Experience in Microsoft Excel, SQL

Experience in modelling software such as R and Python required

Experience in the short term insurance industry will be
advantageous."
Data Scientist (24 months contract),"Responsible for building and maintaining the technical infrastructure and algorithmic rules that enable the manual and dynamic use of 1st, 2nd, or 3rd part data, be it big, small, structured, unstructured or dynamic for all business units, locally and internationally, in line with their different on-going needs and objectives.

Key Performance Areas:
Assess the effectiveness of data sources and data-gathering techniques and improve data collection and processing methods
Work with the Data Engineer to identify issues and use data to propose solutions for effective decision making.
Build the technology foundations for the use of data in organization.
Set-up and configure the relevant platforms to process data in accordance with the different business unit needs.
Manage the relevant platforms to organize and structure the flow of data for all digital platforms.
Build statistical models or discover patterns in data.
Build algorithms and design experiments to merge, manage, interrogate, and extract data to supply tailored reports.
Develop artificial intelligence algorithms to process data dynamically.
Use machine learning tools and statistical techniques to produce solutions meet objectives.
Look for opportunities to use insights/datasets/code/models across other functions in the organisation (for example in the HR and marketing departments)

Minimum Requirements:

Honour’s degree in computer programming or programming languages
Valid Google Cloud certification.
A minimum of 5 years’ experience in setting up data processing rules
Python programming experience
R programming experience
Hadoop platform management experience
SQL database management and modelling

Knowledge and understanding of:
Regulations and Frameworks on performance information and strategic plans as well as government priorities and imperatives.
Data Visualisation
Government priorities and imperatives
Knowledge of relevant legislation and regulatory requirements i.e. PFMA, Treasury"
Senior Analyst – Geospatial Analytics,"Who You'll Work With
You will be based in our Johannesburg office as part of our Client Capabilities Network (CCN) Analytics team. You will work closely with the global geospatial analytics team in providing analytics insights to consulting teams and clients across the globe. The team is predominantly composed of data analysts, data scientists and data engineers who work across a variety of industries, functions and analytics methodologies.
Colleagues in our global Client Capabilities Networkdeliver distinctive client impact through assets and expertise and are driven by a culture of innovation.
What You'll Do
You will be part of engagements focusing on geospatial/location analytics.
In this role, you will be involved in projects such as decoding spatial and temporal patterns in customer behaviors, analyzing the drivers of performance to improve customer relationship management, developing an optimal distribution network configuration model for a global supply chain, or geographically optimizing a field sales force.
You will be a subject matter expert on advanced geospatial techniques, statistical analysis and machine learning algorithms. You advise on quantitative modeling techniques in order to derive business insights and solve complex business problems. This includes gathering and analyzing information, formulating and testing hypotheses, and developing and communicating recommendations. You will also be responsible for presenting results to client management and implementing recommendations with client team members.
You will have the opportunity to gain new skills and build on the strengths you bring to the firm. You will receive exceptional training as well as frequent coaching and mentoring from local and global colleagues on your teams.
Qualifications
University degree in computer science, engineering, applied mathematics, geoinformatics, quantitative social sciences or related field with excellent academic record; advanced degree preferred
3+ years of technical experience in working with spatial data and applying statistical and machine learning algorithms (such as clustering, decision trees, artificial neural networks, regression etc.)
Programming experience in Python and SQL; some experience with R is preferred
Familiarity with geospatial analysis, spatial statistics, network analysis, geographic visualization; experience in working with GIS tools (e.g., ArcGIS, QGIS, PostGIS) is a plus
Ability to work with relational databases (e.g., SQL, PostGIS); knowledge of distributed database systems (Hadoop, Spark, MapReduce) is a plus
Experience in visualization platforms such Tableau or Power BI; experience in ML and data science webapps such as Dash is a plus
Good presentation and communication skills; ability to translate complex analytical concepts to business stakeholders"
Data Scientist Mr Price Group,"Our new Data Scientist needs to tick 3 boxes!

Mad programming skills
A sound business sense
A data driven self-thinker

 The bottom line? Your primary responsibility will be to turn our heaps of data into actionable insight and improved efficiency.

The team you would be joining is responsible for driving decisions utilizing cloud data warehouse technologies, advanced visualization, data science, along with solid collaboration!
A day in your life

Extract & analyse historical data and maximise derived value through applying advanced models.
Using Machine Learning and Optimisation techniques to our data with the ultimate aim of improving our processes
Design tests to evaluate hypotheses
Communicate insights, results and analyses to stakeholders
Promote and facilitate data-driven business decisions
Building relationships & gaining deep knowledge of the Mr Price business

Our requirements to apply?

A degree in a quantitative field such as Statistics, Math, Computer Science, Physics or Engineering
2- 4 years’ experience in either a data science, software dev or quantitative analysis role working with some of these skills:
SQL, Relational DBMS and data modelling
Numerical packages like R, Python with SciPy, SPSS or SAS
Software development in backend stacks such as C#, C++ or Java
Advanced data analysis skills in Excel (e.g. data aggregation, visualisation and pivot tables)
Applied statistics or machine learning methods e.g. Neural Networks, Decision Trees, Time Series Analyses, Clustering
Optimisation Techniques e.g. Linear Programming, Genetic Algorithms, Simulated Annealing
Big Data processing platforms like Hadoop or Spark

about us

The People’s Value Champion

Cash- Based

Omni-Channel

Fashion-Value Retailer

We employ more than 19000 passionate associates and retail in more than 1300 stores in sub-Saharan Africa and some parts of Africa through our 6 trading divisions; Mr Price, Mr Price Home, Mr Price Sport, Mr Price Money, MILADYS and sheet street.

The Mr Price Group is an equal opportunity employer and is committed to Employment Equity.
What’s in it for you?
We have benefits! From the financial benefits like medical aid for you and your fam, pension fund, bonus structures & shares, to the cultural benefits like a growth & innovation culture, half day Fri-yay’s, study leave & great coffee! We have ‘em all.
Please note: All applicants must be fully vaccinated against Covid-19 in line with the Mr Price Group company policy."
Deloitte Consulting: Manager - Data Scientist,"What impact will you make?
Every day, your work will make an impact that matters, while you thrive in a dynamic culture of inclusion, collaboration and high performance. As the undisputed leader in professional services, Deloitte is where you will find unrivalled opportunities to succeed and realise your full potential.
Main Purpose of Job
Practical Data Science (including MLOps, AI, machine learning, statistics) providing business value to our clients through advanced analytics. Responsible for algorithm and model development and deployment of models in business according to project delivery requirements
Strategic Impact
Supports the Engagement Manager in delivery of engagement / project, in specific area of competencyRaises issues with manager as identified in area of focus that may affect the quality of delivery or timelines of the engagementIdentifies opportunities for follow-on work and works with management to win the businessAssists in development of client presentations / discussion documentationActively builds business relationships that generate leadsGathers information to understand broader offerings of Deloitte and seeks opportunities for cross-sellingRaises solutions to address issues in area of expertise that may enhance / renew service offerings to client
Client Impact: External / Internal
Communicates regularly with both Engagement Manager and client to meet deliverable expectations in specific area of expertiseDevelops productive working relationships with client staff
Operational Effectiveness:
Proactively identifies client needs and problems on technical issues that arise and propose resolutions to address theseManages risk in area of engagement in alignment with Deloitte policiesConsistently reviews and analyses accuracy and quality of own deliverablesMaintains clear communication channels with engagement team members on work status
Development/Growth of Team
Shares expertise and knowledge with team members and assists where possible to ensure quality and timeous delivery of workMentors junior members of the teamMonitors resource requirements for engagementMaintains own development and knowledge in specialised area
Budgets/Profitability
Maintains quality and timeous delivery as per SLA
Differentiators for the Role
Technical expert with problem solving capabilitiesAble to work independently in the application of Deloitte Methodologies and toolsUnderstanding of model development, general data analytics algorithms and data science conceptsCapture client requirements and analyse relevant information
Leadership capabilitiesLiving our Purpose - Acts as a role model, embracing and living our purpose and values, and recognizing others for the impact they makeInfluence - Influences clients, teams, and individuals positively, leading by example and establishing confident relationships with increasingly senior peoplePerformance drive - Delivers exceptional client service; maximizes results and drives high performance from people while fostering collaboration across businesses and bordersStrategic direction - Understands key objectives for clients and Deloitte, aligns people to objectives and sets priorities and directionTalent development - Develops high-performing people and teams through challenging and meaningful opportunities
Professional CapabilitiesDelivery Excellence - Ability to produce a high quality work product and collaborate with others to deliver a superior client experienceKnows the Business and Sector - Ability to understand how business functions operate and how sector trends impact a client’s businessAnalytical Thinking & Problem Solving - Ability to select appropriate methods for collecting and analyzing data, and develop informed recommendations that shape or support the client’s business strategyFinancial Acumen - Ability to incorporate financial information when evaluating strategic optionsExecutive Presence - Ability to deliver key messages with clarity, confidence and poise to instill confidence in clientsLogical Structuring - Ability to organize insights and define a logical flow to tell a story when presenting recommendationsGlobal Mindset - Ability to apply a global and diverse perspective to problem solvingBusiness-Technology Acumen - Ability to address client business challenges in the intersection of process and technology
Strategy Specialized / Technical CapabilitiesAdvanced analytics and Model developmentImplementing data science and analytics pipelinesCloud exposure (Azure/AWS/GCP/Snowflake/Other)
Technical CompetenciesCloud experience (preferable) (Azure/AWS/GCP/Snowflake/Other)Methodology experience (Agile, DataOps, MLOps, Other)Data Science and advanced analytics experienceConsulting experience (preferable)Experience in development using Python
Behavioural CompetenciesExcellent communication skills, both written and verbalAbility to develop & grow technical teamsObjective oriented with strong client delivery focusFocus on quality and riskSound problem solving ability
Qualifications
Minimum Qualifications and Experience RequiredBachelor’s Degree in Data Science, Engineering or related Degree4 years working experience
Additional InformationPlease note that this job advertisement provides a summary of the capabilities required and all candidates shortlisted will receive a full list of capabilities."
Deskside Support Technician I,"Company : Worley
Primary Location
: ZAF-GT-Johannesburg
Job
: Desktop Support
Schedule
: Full-time
Employment Type : Employee
Job Posting
: Jan 24, 2022
Unposting Date
: Feb 23, 2022
Reporting Manager Title : Location DSS Team Lead
:
Duration of Contract : 3 Months
IT Desk Side Support Level 1
48,000 people. 49 countries. Over 120 office locations.
We’re not just engineers. We’re a global team of data scientists, consultants, construction workers and innovators all working to create a better tomorrow. Every day, we help customers in energy, chemicals and resources get one step closer to solving our planet’s toughest issues. Climate change. The energy transitions. Digital transformation. And how we can deliver a more sustainable world.
Whatever your ambition, there’s a path for you here. And there’s no barrier to your potential career success.
For more information, visit Worley.com .
Reports to : Location DSS Team Lead ( Direct); Location, IT Group (Functional)
Location: Melrose Arch
Contract type : LDC
Main Purpose of Job:
Comply with Safety for personal safety and safe working practices. Maintain ZA IT rooms to appropriate standards.
Key Responsibilities/ Accountabilities:
Demobilisation
Plan for demobilisations, including equipment recovery
For remote demobilisations arrange with Site contact for receiving equipment and completing paperwork
Collect smartphone from user
Clean data from smartphone
Collect PC hardware from user
Un-install non-MOE licenced software for re-use
Clean data from PC hard drive – backup user profile
Inform Asset manager
End of Lease
Install MOE image on replacement hardware
Transfer licenced software to replacement hardware
Copy of user profile and data
Physical swap-out of hardware
Inform Asset management of Asset storage/movement
Clean data from PC hard drive
Package and dispatch of EOL hardware
General Support Tasks
Re-image MOE and non-MOE software to resolve PC issues
Provides Physical support to end users for computer, application, system, device, access and hardware issues as per tickets logged in SNOW
Provides remote support where applicable on tickets escalated from the RDSS team.
Identifies, researches and resolves technical problems of moderate complexity
Responds to Service Now tickets, P1 and P2 incidents as per priority for technical support
Documents, tracks, and monitors the problems/tickets/project tasks using applicable systems
Install software as approved via Software Center
Resolve DSS tickets that are assigned by the DSS lead
Relocate hardware for transfers
Upgrade hardware, as approved
Keep asset management informed on all types of asset movement within IT
Manage requests for warranty call
Manage Loan Devices
Manage stockkeeping for loan equipment – inform asset management
Adhere to the Asset Management process for Loan devices
Manage and maintain device configuration
Handover of device to user
Update Asset management on status change, Asset details, User and location Assignment information in Asset management system via Barcode Scanner or manual entry.
Ensure return of device from user
Meeting Rooms
Set-up for meetings / clients
Proactive Floor walks to be conducted daily to ensure all boardrooms and floor services (Wifi etc.) are in working order
Provide hands-on assistance to users
Provide recommendations for improvements
Mobilisation
Plan for new mobilisations, including equipment needs as per take on process.
Install MOE image
Install and handover to user
Update asset management on asset details.
Install specified and approved non-MOE software
Configure phone and handover to user
Troubleshoot connection errors
Multi-Function Devices
Configure physical printer
Manage requests for IT related service calls (SN: printer faults managed by print room staff)
Manage requests for warranty call (SN: done by print staff within location)
Manage location usage reporting requirements
Office Build Outs
Work with DSS Lead to support on comms hardware and set-up activities for new sites
Support LAN / patching hardware and set-up
Install and validate hardware installation
Troubleshoot and resolve issues
Manage requests for service call
Provide input for project scope and estimating
Support DSS lead with DSS scope during execution
Transfers
Move the PC and related hardware
Troubleshoot incidents related to the move
Essential Skills/Experience:
Skills/ Competencies:
Technical troubleshooting of a wide range of notebook\desktop and infrastructure systems
Knowledge of ITIL practices is desirable
Dell Certified is desirable
Expert in ServiceNow process and reporting capability
Office 365 Support
Education/ Minimum Requirements:
Degree or certificate in IT Services area, or equivalent experience in IT Services role.
ITIL Service Management Foundation Certification / ISO 20000 methodologies desirable
A+ certification
N+ certification
Windows 10
Experience:
8+ Minimum of 3 to 5 years experiences in a I.T service Delivery technical customer service role
Broad understanding of ECPM industry, and related IT Services requirements desirable.
Understanding of IT Services enablement
Experience with Windows desktop operating systems and applications
Experience with Dell Hardware and Logical troubleshooting of IT incidents and Requests
Able to prioritize work load according to ticket priority along with analysis of downtime to customers
Proficient in Microsoft Word, Excel, Outlook and Teams (Office 365)
Knowledgeable with a Helpdesk ticket tracking system e.g. ServiceNow
Exceedingly strong customer service orientation and attitude
Strong analytical and problem-solving abilities
Strong oral and written English relevant language skills
Flexible, positive, organized, results oriented, able to adapt easily and creatively to new environments
Practice continuous self-improvement
Quick learner, work effectively in a team and independently
Strong interpersonal communication skills with respect to customers, colleagues, superiors, and other professionals
Willingness to learn new thing’s ability to pick up new skills quickly
General:
Completion of relevant training of Worley HSE policies, methodologies, processes and procedures - and competence in deploying them.
Display safe behaviours, Take 5
Strong communication skills – verbal, written and formal presentation.
Demonstrable coaching skills
Influencing skills.
Other languages desirable
Experience in defining and implementing new processes
Availability and willingness for occasional travel
Works within documented processes. Is able to identify where new procedures or processes are required.
Important. Presents the “human face” of IT Services to business operations and enacts many of the Services provided by IT Services."
Azure Data Engineer,"Are you tired of micro-managing your Azure servers? Do you want to work with one of the best teams in the region? Apply for this Azure Data Engineer role!
Our client requires an Azure Data Engineer to develop, deploy and monitor data pipelines across the Data Lake and into Synapse. Develop PowerBI data sets and data flows and develop curated data sets for consumption by data scientists and BI specialists
Requirements
Extensive experience developing Business Intelligence solutions
Extensive experience developing data marts and transformations
Extensive experience developing Power BI data sets and data flows
Extensive working continuous delivery and continuous-integration
Experience working with Digital Analytics & media data (GA360, Facebook, Twitter)
Technical Competencies
Azure Synapse
Azure Data Factory
Azure Data Lake
Parquet Files
SQL Database
Transact SQL
PowerBI data flows and data sets
Azure Data Ops
Qualifications
Bachelor’s degree in Computer Science, Information Systems or a related field required
Experience with Microsoft Azure.
Azure Data Fundamentals Certification"
Data Scientist (Industrial Operations) Contract,"Are you a Senior Data Scientist with experience within Industrial Operations enviroment and seeking international exposure?
Our client has an amazing remote opportunity for a 6 months contract renewable.
Work Location : Australia - Remote Work
Duration : 6 Months renewal
Key tasks:
Perform requirements analysis of assigned projects to ensure correct mapping of requirements to solution design
Perform data science solution development including:
Performing exploratory data analysis,
Performing statistical data modeling,
Building descriptive/predictive/prescriptive models,
Performing experimentation with testing & validation,
Performing model optimization
Deliver high quality solutions to meet project requirements using state-of-the-art DA/DS/ML/AI techniques
Implement solution using agile sprints
Collaborate with business and technical stakeholders to deliver projects
Implement appropriate visualization artefacts to demonstrate solution performance for project stakeholders
Communicate project outcomes with project stakeholders through presentations & reports
Knowledge about industrial or machine analytics is required. Must have domain experience in some industrial sectors such as - Oil & Gas, Energy, Utilities, Automotive etc.
Hands-on experience in at least some of the following processes or related areas in the context of analytics and associated challenges is required:
Predictive maintenance
Risk analysis
Condition monitoring
Reliability and failure modeling
Process modeling
Any experience in the area of discovery and analytics involving any of the following would be an advantage:
Image, Video analysis
Spectral data analysis (hyper spectral image analysis etc.)
Signal data processing (Infrared, imagery etc.)
Hands on experience in ML/AI/analytics implementation
Industry Analytics/ML/AI project delivery experience using Agile methods
Experience in building production DS solutions including API deployment using Cloud
Working directly with business stakeholders, data engineers, solutions architects and product managers in creating robust solutions.
Current knowledge about ML algorithms, libraries and frameworks (should be demonstrable via coding test in Python etc. languages)
Effective verbal and written communication"
Data Engineer,"One of our clients in the Banking sector are looking for a Data Engineer to join their team.

Role Purpose
To ensure effective movement, collection, integration, storage and provisioning of data to meet business objectives through sound understanding of business unit requirements and frequent collaboration with relevant stakeholders (such as Enterprise Architecture, Database and Solution Architects, Business Intelligence Developers, Data Scientists and Product Owners, etc)
Responsibilities
Control expenditure and identify process improvements to contain and reduce costsManage acquisition, consumption and deployment of data for operational useProvide required support in designing and developing systems and solutionsContribute to business analysis processesManage data and system integration and testingConduct research on architectural systemsDevelop, encourage and nurture collaborative relationships across area of specialisationParticipate in planned activities that are appropriate for own developmentBuild working relationships across teams and functional lines to enhance work delivery, collaboration and innovation

Additional Requirements
Qualifications and Experience
Minimum Qualification – Bachelor’s Degree in Computer Science, Engineering or Information SystemsExperience – 3 to 5 years in Extract, Transform and Load (ETL) of data from source systems or experience in data integration for consumption use cases"
Data Scientist,"Job Description:

You will design, develop, maintain and support projects using a variety of Big Data/Data Science technologies. You will use machine learning techniques, data mining, do ad-hoc analysis and create automated anomaly detection systems as well as dashboards, reports and visualisations.


Education:

Matric
BSc Honours Computer Science / Engineering is mandatory.
Masters or Doctoral degree is preferred


Job Experience & Skills Required:

4-5 years’ experience in a comparable environment
Very strong analytical, communication and negotiation skills
Data Science (essential)
AI and ML experience (essential)
R, Weka, NumPy, MatLab (essential)
Excellent understanding of machine learning techniques and algorithms such as k-NN, Naïve, SVM
Java
Python
HTML
JavaScript
Linux shell scripting
NodeJS
MSSQL
MySQL
MongoDB
ElasticSearch
Cassandra
HDFS, Hadoop, Hbase


Apply now!

For more IT jobs, please visit www.networkrecruitment.co.za


If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.

For more information contact:

Lee Ann Jacobs

ljacobs@networkrecruitment.co.za

IT Recruitment Candidate Consultant"
Data Scientist - Mining (6 month contract - renewable),"Our client, an international software and services organisation, is looking for a Data Scientist.Key tasks: Perform requirements analysis of assigned projects to ensure correct mapping of requirements to solution designPerform data science solution development including:Performing exploratory data analysis,Performing statistical data modeling,Building descriptive/predictive/prescriptive models,Performing experimentation with testing & validation,Performing model optimizationDeliver high quality solutions to meet project requirements using state-of-the-art DA/DS/ML/AI techniquesImplement solution using agile sprintsCollaborate with business and technical stakeholders to deliver projectsImplement appropriate visualization artefacts to demonstrate solution performance for project stakeholdersCommunicate project outcomes with project stakeholders through presentations & reportsSkills & Experience: Knowledge about mining value chain is required. Must be familiar with mining, geo science and mineral systems.Good understanding of ore processing in the context of mining and associated data analysis challenges is requiredPrior hands-on experience in any of the following areas is needed:Sensor data analysisSpectral data analysis (hyper spectral image analysis etc.)Signal data processing (Infrared, imagery etc.)Hands on experience in ML/AI/analytics implementationIndustry Analytics/ML/AI project delivery experience using Agile methodsExperience in building production DS solutions including API deployment using CloudWorking directly with business stakeholders, data engineers, solutions architects and product managers in creating robust solutions.Current knowledge about ML algorithms, libraries and frameworks (should be demonstrable via coding test in Python etc. languages)Effective verbal and written communicationEducation & Qualifications: PhD or Masters in Computer Science and/or a mining related discipline.Demonstrated continuous learning in ML / Data Science through formal training/certificationML Ops/ AI Ops related formal qualification and/or equivalent experience is a plus.Job Type: Contract"
Graduate Software Engineer / Computer Scientist CENTURION,"Gauteng
,
Centurion
Neg
Annually
(Market related)
(Negotiable)
URGENT requirement. Recent graduates with BSc. or BEng. and MEng. Electronic Engineering/ Computer Engineering or Computer Science . Positions to start in Jan 2022 or Dec 2021.International company that is leaders of high-performance real time solutions for cloud, data center, service provider and enterprise communications products
Position: Jnr Software Engineer
Location: Centurion
Recent graduates needed who want to become Embedded software design engineers.

Exciting career to work with International teams in developing cutting edge technologies for client’s world-wide cloud and application development.

Must have an interest in AI and Machine Learning, network security or Encryption.

Minimum Qualification:
BEng. in Electronics Engineering, Computer Engineering
BSc in Computer Science
Will obtain design skills in:
Embedded programming (C/C++)
Scripting languages
Networking skills
Basic web development(back end)
Cloud development
Linux/ Unix
Apply via this website or our own web page: edrecruiters.co.za or call us on 0125439400
Send CV to cv@edrecruiters.co.za but quote reference 2531 in subject line
Call Elize with inquiries

Should we not contact you within 7 days, please consider your application as unsuccessful. Your resume will be saved on our database for future purposes
Companies may expire jobs at their own discretion

ONLY SA CITIZENS NEEDS TO APPLY
(No permanent residents or non-SA)
For more information please contact:
Elize Potgieter"
Transformation & Training Specialist,"Job Duties:
+ Ensuring Legislative and internal compliance with BBBEE and Skills Development Act and Codes.

+ Monitor transformation and B-BBEE legislative changes and updates

+ Ensure audit and verification processes of Company's B-BBEE contributions and compliance are successfully conducted timeously on an annual basis

+ Draft and develop transformation and training strategy and execution thereof

+ Support development and implementation of transformation action plans

+ Co-ordinate the execution of transformation strategy and communication for all related projects

+ Maintain a B-BBEE scorecard of level 1.

+ Build strategic relationships with relevant stakeholders, internally and externally on all matters relating to transformation, training, well-being and ED&I

+ Track Company's BBBEEE contributions and ensure the integrity of data and documentation of elements

+ Manager EE reporting, employment equity plans and monitoring tool

+ Participate and drive discussions with internal and external stakeholders about progress in implementing the Company Transformation plan

+ Identify transformation risks and develop risk mitigation plan

+ Track and monitor identified measures to improve EE, ED&I and well-being

+ Participate in BBBEE communication meetings

+ Support with preparation of the BBBEE Transformation and training budget

+ Support in tracking budget spending against targets Core Competencies

+ Manage and lead supplier development and wellbeing initiatives in addition to transformation and training

+ Manage all initiatives relating to WSP, Employment Equity, Graduate Programme, Bursaries and Learnerships etc.

+ Manage all administration related to the Educational Trust

Skills :
+ Ability to work under pressure and according to tight deadlines within a very complex organisational structure

+ Very professional and extremely confidential

+ Excellent verbal and written communication

+ Good interpersonal skills

+ Strong attention to detail and the tendency to do things right the first time

+ High propensity for change and a natural inclination to help drive and manage change in the organisation

+ Consistent follow through on tasks and projects through to completion

+ Ability to engage with employees at various levels of the organisation

Minimum Requirements

+ In-depth knowledge, understanding and application of B-BBEE administrative scorecards, systems and processes.

+ In-depth knowledge and understanding of all aspects related to training

+ A broad understanding of the B-BBEE Act, the B-BBEE Codes of Good Practice, Skills Developments Acts

+ Proven track record in improving B-BEE levels

+ Minimum 5 years’ experience in training and transformation

+ Registered Skill Development Facilitator

Preferred Qualifications

+ Relevant degree in Human Resources

What We Offer

We will give you the flexibility you need to do your best work with hybrid work options. Whether you’re working from an AECOM office, remote location or at a client site, you will be working in a dynamic environment where your integrity, entrepreneurial spirit and pioneering mindset are championed.

You will help us foster a culture of equity, diversity and inclusion – a safe and respectful workplace, where we invite everyone to bring their whole selves to work using their unique talents, backgrounds and expertise to create transformational outcomes for our clients.

We will encourage you to grow and develop your career with us through our technical and professional development programs and diverse career opportunities. We believe in leadership at all levels. No matter where you sit in the organization you can make a lasting impact on the projects you work on, the teams and committees you join and our business.

We offer competitive pay and benefits, well-being programs to support you and your family, and the development resources you need to advance your career.

When you join us, you will connect and collaborate with a global network of experts – planners, designers, engineers, scientists, consultants, program and construction managers – leading the change toward a more sustainable and equitable future. Join us and let’s get started.

As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours."
Int – Senior Data Scientist,"ENVIRONMENT:
A provider of cutting-edge, tailored software solutions urgently seeks a strong analytical & critical thinking Int – Senior Data Scientist to join its Joburg team where your core role will be solving business problems by making data and model-driven decisions and monitoring the outcomes. You must possess a Bachelor’s Degree in Agriculture/Statistics/Computer Science or other relevant field, an Honours or Master’s will prove beneficial, work experience in a similar role, understand Machine Learning, clustering and classification techniques and algorithms, be proficient in Python, SQL, R, SAS, Power BI, Tableau, Python Dash, Angular, Big Data Frameworks such as Spark, Hadoop and have a basic understanding of Data Mining and Statistical Analysis, ETL processes, Data Processing, and Data Analytics, Programming, Predictive Modelling and Unstructured Data Analysis.

DUTIES:
Assist in the collection, cleansing and wrangling of data.
Assist in extracting meaning from and interpreting large amounts of available structured and unstructured data to produce insights to be used for informative decision making.
Communicate results and ideas to key decision-makers, under supervision.
Assist in research and development of statistical learning models for data analysis.
Collaborate with other departments to understand company needs and devise possible solutions.
Keep up to date with latest technology trends.
Assist in the implementation of new statistical or other mathematical methodologies as needed for specific models or analysis.
Solve complex problems.
Provide assistance in building predictive and pattern detection engines.
Provide assistance in building dashboards and data analytics stories.

REQUIREMENTS:
Qualifications –
Bachelor’s Degree in a relevant field (e.g., Agriculture, Statistics, Computer Science, Engineering, Informatics, Mathematics).
Honours/Master’s Degree advantageous.

Experience/Skills –
Previous work experience in a similar role is advantageous.
Understanding of supervised and unsupervised learning (e.g., Machine-Learning, clustering and classification techniques, and algorithms).
Fluency in a relevant computer language (Python, SQL, R, SAS).
Familiarity with Big Data frameworks (e.g., Spark, Hadoop).
Familiarity with visualization tools (e.g., Power BI, Tableau, Python Dash, Angular).
Basic knowledge and understanding of –
Big Data platforms
Logical and physical Data Modelling
Data Mining and Statistical Analysis
ETL processes, Data Processing, and Data Analytics
Programming
Predictive Modelling
Unstructured Data Analysis

ATTRIBUTES:
Strong analytical and creative skills – the ability to gather, view, interpret and analyse information.
Strong numeracy skills – knowledge of figures and numbers, understand the relationships existing between numbers and interpret mathematical information.
Basic business acumen.
Keen curiosity about data-driven decision-making.
Acts with integrity.
Problem-solving
Acute attention to detail.
Able to think critically.
Effective verbal and written communication.
Enjoy challenging work with intellectual curiosity.
Driven to continuously improve and enhance the world around you.
Proven ability to adapt to change.
Ability to work independently as well as part of a multi-disciplinary project team.

While we would really like to respond to every application, should you not be contacted for this position within 10 working days please consider your application unsuccessful.

COMMENTS:
When applying for jobs, ensure that you have the minimum job requirements. Only SA Citizens will be considered for this role. If you are not in the mentioned location of any of the jobs, please note your relocation plans in all applications for jobs and correspondence."
